,content,sentiment
309,and i will strike down upon thee with great vengeance and furious anger those who attempt to poison and destroy my brothers,anger
310,All the young people are so bitter about how the older contestants probably know how to make Bakewell Tarts ðŸ˜‚ #GBBO,anger
311,Why did Alex just growl at me.. ðŸ˜‚ðŸ˜‚ðŸ˜‚,anger
312,"@MagicalMunicorn May I suggest, that you have a meal that is made with beans, onions &amp; garlic, the day before class. ",anger
313,"@MagicalMunicorn May I suggest, that you have a meal that is made with beans, onions &amp; garlic, the day before class. #revenge",anger
314,@takumasgirl I fell and heard a snap hffffhj,anger
315,@Cardschatter now that the Bills have a new offense of Cordinator do you think it's more difficult for the @AZCardinals to  game plan?,anger
316,Will give #sleepnumber another chance for customer service. Today's growl is 15+ minutes on hold. Overall bed + service = very unimpressive.,anger
317,I sit at home so damn much that everything is starting to irritate me . I need to get out the house by myself !,anger
318,at least 5 ppl have left my stores in a huff in the past year but ive never had anyone call guest service on me yet so,anger
319,@Jake_Martin74 Oh and I play it capo 2nd fret in a G position RS,anger
320,I told myself i wouldn't talk about this but i need to bring it up. I'm slightly bitter about the tÃ¸p cover of cancer,anger
321,"Michelle, who did NOTHING is hating on Nicole's game hahaha.... #bitter #bb18",anger
322,"Michelle, who did NOTHING is hating on Nicole's game hahaha....  #bb18",anger
323,I asked Jared to marry me and he said no. #offended,anger
324,I asked Jared to marry me and he said no. ,anger
325,It's #ThirstyThursday which means it's time to #rage. Get ready for tonight with personal #hydration. Book now. 305-912-4937. #itslit #miami,anger
326,@cassidyyy_0 literally Nicole already had her chance and she played shitty both seasons. #bitter,anger
327,@cassidyyy_0 literally Nicole already had her chance and she played shitty both seasons. ,anger
328,@johnmerro1 @Liberobility still bitter about last night lads ðŸ˜‚,anger
329,@Dominos_UK worst thing is i have confimation from them #angry,anger
330,@Dominos_UK worst thing is i have confimation from them ,anger
331,@GarthJennings loved #sing #tiff but 1 q there is 1 japanese line but obviously spoken by non japanese. no way to find japanese for 1 line?,anger
332,"@memorie_holiday @AngryOrchard about 2 wks ago,playing pokemon and not paying attention. Placed my elbow on a rail 3 inches from 4 no sting.",anger
333,@bt_uk broadband is shocking regretting signing up now #angry #shouldofgonewithvirgin,anger
334,@bt_uk broadband is shocking regretting signing up now  #shouldofgonewithvirgin,anger
335,@Bickley_Marotta yea because forcing 5 turnovers and holding a pretty good offense to 7 points is concerning.....oh wait. NO!!,anger
336,@itgoeszaysway ok but his identity was revealed and he's black so educate yourself and don't insult people when they state facts lol...,anger
337,Everton not playing and fume on here have day off,anger
338,@AmericanAir I am irate at you check-in system. I have tried to checkin all day and it wouldn't let me do it because I had no seat assigned,anger
339,@JustinRow10 madden is the reason why controllers are snapped,anger
340,@TokyoSexPolice can I get away of this wrath by reading manga instead of watching overdone anime,anger
341,@leepg \n\nLike a rabid dog I pulled out the backs of my cupboards looking for a bakewell..Found a french fancie &amp; a mini batternburg #Winner!,anger
342,"@Yoshi_OnoChin can you please not have Canadian players play US players, that lag  is atrocious. #fixthisgame #trash #sfvrefund  #rage",anger
343,Marcus Rojo is the worst player i have ever seen. Useless toasting burning bastard,anger
344,@EliTheProphet_ @ChrisMellini this is an automatic L for me but ima keep trying fam  #thewengerway,anger
345,@EliTheProphet_ @ChrisMellini this is an automatic L for me but ima keep trying fam #relentless #thewengerway,anger
346,@majesticmata didn't even realise you used that insult it was that shit mate,anger
347,"@happyandbashful Flirt, simper, pout, repeat. Yuck.",anger
348,"This anger inside I turned to fuel, I burned and watched myself spin down, like inferno types,",anger
349,"@HumbleTeej @CourtneeHendrix even if he says nothing, he'll still piss some people off. He's gotta decide who he wants to make angry.",anger
350,someone kik me @ montanashay_ \n #kikme ,anger
351,someone kik me @ montanashay_ \n#kikme #snap,anger
352,.@Travelanswerman: B assured there is plenty of salt 2 keep that #fire #burning brightly! Stay #happy N life by keeping plenty #saltyâ€¦ â€¦,anger
353,@PediMGHHMS3 sickle cell if right pt background. Or could be JIA or an allergic reaction to a bite e.g. bee sting among others.,anger
354,@amymarsden_wtf I'm as pure as the driven snow after it's been pissed on by multiple rabid dogs,anger
355,The side effects of #fighting and #disrespect.. comes #ignoring the person and show you #don'tcare at all!! #sweet #revenge.,anger
356,The side effects of #fighting and #disrespect.. comes #ignoring the person and show you #don'tcare at all!! #sweet .,anger
357,Another L on the board we just cannot match up on paper with these teams at the moment and its showing on the field. Onto Denver ,anger
358,Another L on the board we just cannot match up on paper with these teams at the moment and its showing on the field. Onto Denver #revenge,anger
359,BeyoncÃ© resentment gets me in my feelings every time. ðŸ˜©,anger
360,Dear @TfL please tell your bus drivers if obstruction on their side DON'T just pull out to oncoming traffic causing vehs to swerve #fuming ðŸ˜¡,anger
361,@jbanks88 offense can't score 3 redzone trips no points n lbs can't pull flags n i missed a flag that lead to a td dat took da league,anger
362,"@UN_Women @JustinTrudeau @CanadianPM Trudeau endulging on outrage culture once again. Preaching issues ad hominem,but never quanitfying them",anger
363,Get to the gym and discover I forgot to put my gym shoes back in my bad ðŸ˜¤ #rage #wwhhyyy,anger
364,Get to the gym and discover I forgot to put my gym shoes back in my bad ðŸ˜¤  #wwhhyyy,anger
365,Omg someone asked them to sit and they reluctantly moved with a huff. Biiitttccchhhhhh ðŸ”ª,anger
366,how can you hold a grudge for over a year I can barely hold one for a few minutes,anger
367,"says, who are you to compared me with the others; I'm just human. #lit #fire #burning",anger
368,"says, who are you to compared me with the others; I'm just human. #lit #fire ",anger
369,"@Bell @Bell_Support Cancelling home Fibe, Internet and TV this afternoon - as soon as I can arrange alternate Internet. 2/2 #angry #fedup",anger
370,"@Bell @Bell_Support Cancelling home Fibe, Internet and TV this afternoon - as soon as I can arrange alternate Internet. 2/2  #fedup",anger
371,@katrinadougan_ ive went roght in the huff. Deleted the episode out of anger n everything (regret it now),anger
372,my dogs making the most RIDICULOUS sounds right now its like a high pitched gargle-y growl,anger
373,Time wounds all heels.\n\n#DrunkJesus #rt #lol #wisdom #quote #comedy #self #Revenge #grudge #hate #time #funny #politics #Trump #POTUS2016,anger
374,I don't ever know how to change the vibe once it's ruined. Is that considered holding a grudge? ðŸ˜…,anger
375,(whisper) I cannot frown.,anger
376,Chick told me I look like Childish Gambino. #insult or #compliment,anger
377,Boys Dm me pictures of your cocks! The best one will get uploaded! â˜ºï¸ðŸ’¦ðŸ’¦ #Cumtribute #dm #snap #snapchat #snapme #nudes #dickpic #cocktribute,anger
378,Boys Dm me pictures of your cocks! The best one will get uploaded! â˜ºï¸ðŸ’¦ðŸ’¦ #Cumtribute #dm  #snapchat #snapme #nudes #dickpic #cocktribute,anger
379,Dentist just said to me' I'm going to numb your front lip up so it'll feel as if you've got lips like Pete Burns!...... She was right ,anger
380,Dentist just said to me' I'm going to numb your front lip up so it'll feel as if you've got lips like Pete Burns!...... She was right #pout,anger
381,@RVAGameBreak @GAHSBasketball @GAJagsFootball  \nGo Jags!!ðŸ† I think we have a good shot of beating Deep Run tomorrow! #revenge,anger
382,@RVAGameBreak @GAHSBasketball @GAJagsFootball  \nGo Jags!!ðŸ† I think we have a good shot of beating Deep Run tomorrow! ,anger
383,Its worth noting that despite the animosity between the US president and the Israeli president they both behaved as gentleman.,anger
384,@haileywiggins_ @flenner_alisha good. Takes more muscles to frown than smile,anger
385,Every cal person I have on my snap has chic-fil-a on their story.. Lol #Yummy,anger
386,@HannahFJames I'm distraught! ðŸ˜­ Candice and her pout can piss off,anger
387,@pxrfectpeach it's got her little pout,anger
388,@jonnyp_43 @MedicNow like going to a so called cardiac arrest that turned out to be a cut finger! #fuming #medchat,anger
389,@jonnyp_43 @MedicNow like going to a so called cardiac arrest that turned out to be a cut finger!  #medchat,anger
390,@RadioX @ChrisMoyles wow. not heard this in forever. Random but. great  #xph,anger
391,@RadioX @ChrisMoyles wow. not heard this in forever. Random but. great #sting #xph,anger
392,Clash of the titans and wrath of the titans ðŸ™ŒðŸ¾ðŸ™ŒðŸ¾ðŸ™ŒðŸ¾ ðŸ”¥,anger
393,"your outrage (your tweets, your jokes, your attention) is *exactly* what M*lo wants\n\n(this is not meant as a defense)",anger
394,Just watching crimewatch what kind of sick fuck touches 6 year olds ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ shit like this makes me fume!!!,anger
395,I've never seen fast &amp; furious Tokyo drift. Boutta watch it,anger
396,i'll get my revenge soon,anger
397,if i don't answer your 50 texts pls don't snap me,anger
398,"Good luck to all Fury-Haney players playing this weekend at the Future Stars showcase in Frisco, Tx.  #KGB #G-town #fury",anger
399,"#Scorpio's can withdraw to a quiet place after being hurt, only to think of a plan to sting back.",anger
400,@ThatAnt_ @Football_Pollss i have hit a lot of irate villa fans lol,anger
401,@jamiesmart Huh! It's always my fault isn't it &gt;:(  #sulk,anger
402,@jamiesmart Huh! It's always my fault isn't it &gt;:( #huff #sulk,anger
403,@Dak2future decorations are up all over Jersey already #outrage,anger
404,@Dak2future decorations are up all over Jersey already ,anger
405,The ghost of Stefano reflects on the grim indignity of being murdered by corrupt cops in faux love. #days,anger
406,@RiveraJose39 happy birthday to my seedâ€¼ï¸â€¼ï¸â€¼ï¸ #renewtherivalry #imyourdaddy #cantbeatme  #tater,anger
407,@RiveraJose39 happy birthday to my seedâ€¼ï¸â€¼ï¸â€¼ï¸ #renewtherivalry #imyourdaddy #cantbeatme #madden #tater,anger
408,@lyssababe615 \nIf this room was burning ðŸ”¥,anger
409,"What u do wen ur love cheats on u ? Wen thy don't understand the emotions behind the anger, the constant waiting.. what u do ? @ritujai18874",anger
410,@brian5or6 turn that shit off!   Home Button under Accessibility. \n\nWhen did innovation become mind fuckery?   #rage. #iphonePhoneHome,anger
411,Anyway I'm in a car with a furious white men and I have a really funny story to tell when I'm sober ðŸ˜‚,anger
412,"@TheAlexValle Tio Valle, please! WNF grudge match @Anti with Low Tier God!!!",anger
413,@hanktastic1776 @sue51684 @EternalRiteWing If you watch his UN speech you can see his resentment towards us Americans!!!!ðŸ‡ºðŸ‡¸âœðŸ‡ºðŸ‡¸,anger
