Tweet,Affect Dimension
@malviyamit Fuck off. Enough of this fake solidarity. #NotInMyName was a rabid #Hinduphobic campaign. Stop giving them legitimacy.,anger
You couldn't mind me up more if you tried right now raging 🙃😠,anger
"@adgpi @NorthernComd_IA It is a grave #provocation 2 #Jawan #Martyr Plz ensure 20 #jawans killed Across LoC,Govt Says Army given #FreeHand?",anger
I can't wait until I finally meet the loml. These pussy boys are really starting to irritate my soul.,anger
"@Impeach_D_Trump He's still fuming over his massive failure at G19 meeting. The gravity of Junior's fuckup hasn't hit him, yet.",anger
"@IDFsoldiergirl Like you said, its all propaganda against #Israel. Palestinian adults and their Govt are full of #hatred. So sad to see",anger
@KamVTV @Dimplenut How does this sorry excuse\n for a human being George Soros get away with all his #hatred filled #riots #shameful,anger
Why am I listening to Trump when #BachelorInParadise is suppose to be on...get this crap off my TV! #ugh ,anger
Fed up of smiling at old people and getting dirty looks in return. Go fuck yourself Mildred you miserable prick,anger
can't believe i have to go work at the job that i voluntarily applied for ,anger
"@h258_laura @leiafrater I don't like horror movies, leave me alone",anger
I'm not a terrible person but the things people think they can do to me brings out a bad side of me and makes me bitter.,anger
I've used almost half of my printing money and it's the first day of the semester. #pissed,anger
"Rage, rage against the dying of the light",anger
"Man, don't believe the hype, this #DJKhaled comp is garbage. #sad #terrible #trumpofhiphop",anger
I'll control my #anger... if you can manage your #stupidity. #TeamFollowBack #相互フォロー #fact #figuremeout,anger
On honeymoon in Dubai just logged on for first in about a week for @LFC transfer news and there's nothing 😡 #LFC,anger
I let my anger get the best of me yesterday &amp; I feed in,anger
"Just a side #thought, everything takes #time and #effort ... #annoyed",anger
I hate when stupid ass shit irritate me,anger
@djsantero I'm feeling bad for the family dog.  #nightmare,anger
#pissed Hate losing more than Montrezl Harrell Why have meteorologists been so impressive after that pick.,anger
@sundarpichai @Google Since when did someone break #chromecast for ALL MacBooks? PLS -We #despair at days wasted trying 2 make it work again,anger
"you begin to irritate me, primitive",anger
"'if you really want something and you do nothing about it,you have no right to pout around if you don't get it.Kasi 'di ba you did nothing?'",anger
#revenge great my  Indian army for killing this  3 pigs of kashmir e jihadi well done army,anger
@5sos i cant wait for the day you release the album so that i can finally unleash my fury \n\ni hate this long ass hiatus ok afshdkflckakdbwi,anger
"#Anxiety, #anger, and #depression may occur.",anger
I blew that opportunity -__- #mad,anger
The person I love can irritate me the most I swear,anger
@IrmaDiggs @rollcall These cuts don't just sting.  Sting I can handle.  These cuts are amputations.,anger
If your only response to this current political crap show is 'but Hillary!!' Or 'but Obama!!' you need to start looking for a new argument.,anger
@dailytelegraph Maybe this was a test... to see if 100% of readers need interpreters - apparently they do #offended #rude #disgusted,anger
"@Ellpeck I fear that you could die by your self, that scares me. My own death not which could be any time in my age.",anger
"WTF is happening with @nextofficial sale website. Lost my order, other order is going to someone else with me paying #raging",anger
I just got insulted with my own insult... 😪😪😪,anger
@ttaemnini its been 5 years. i think jongin and taemin also got tired of waiting.. they didnt talk abt it anymore 😠,anger
@TerraJole is a bully.  plain and simple. ,anger
omg i'm soooo fucking fuming,anger
I hate the smell of cigarettes.. 😠,anger
Tell me where I am wrong plz.I am furious tbh.@OndraPaul @Cover_Shadow .Plz tell me what if they reuse to buy him after two years.,anger
"I don't want money. My wounds couldn't be healed with any amount of money. But there is a medicine. And that is my hatred, my resentment.",anger
Nothing joyful has happened to me. My grief and hatred just keep increasing!,anger
This pain makes me want to hit something!!!!😞 #irritated,anger
I don't know why the rain comes out when I'm not indoors..we've had this talk many of times 😡 ☔️🖕🏾,anger
@nickjonas is coming for DePaul's welcome week and I'll be in Cali 🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄 #pissed,anger
I always get annoyed  or unhappy about the way I look in pictures but I have to accept that you can't change your face lol,anger
Trying not to be annoyed but I keep getting told I'm on lists for things and then everyone's on the list except for me 😞,anger
@Bell - spelled exactly how it makes you feel 'better eat land line'. Talking to my mom this week has been impossible. #goodservice #rage,anger
I cry whenever they call me mico chan 😭,anger
"How we are ruining America is a false Liberal slogan, conveying resistance folk shrieking out in impotent rage about the losing bigly.",anger
"So, if you have a really tiny penis, get help, but please don't try to compensate on the road  #bigcar #tinypenis #roadrage",anger
mad when you stop making all the effort and it goes silent 😂,anger
Family stuck with crappy options thanks to @AmericanAir .  Worst airline.  #furious,anger
@WynneGuglielmo 🖤🖤😭🤬 Amen! Hope for revenge. This person should be punished manslaughter.,anger
"@psychoticdream1 @CNN Wow, there is at least 1 person who still watches CNN. 🙄 have a nice day! Clearly ur still pissed u lost 😂",anger
"This the way I rage, \n\non sum wopstar shit ⭐️",anger
blood rage,anger
Trump's a Magician.\nBut the Prestige keeps being NOTHINGBURGERS AGAIN\nAnd the idiots keep foaming at the mouth in packs over it..,anger
Is it national dont use your blinker day or something? Wtf! ,anger
They cancelled Chewing Gum. #devastated,anger
#congress start charging back the dems #for taxpayers money waisted #pissed off with u,anger
Today all India Bank strike? WTH. Was this announced? What's this strike for? ,anger
@kadymcdermottx Here we go can't wait to see how much shit she chats😴 ,anger
@DaddyZoey Yea I'm going to go back when I get off work because that's ridiculous 😭 I'm super pissed,anger
KEEF\n \n #annoyed! cant make me bursting out it's not a fire tweet makes me and then blocking people in the joints is too,anger
If anyone that works in queens or qube manages to find a denim jacket please tell me 🙋🏻😩 #lost #Help #pissed,anger
genuinely think im dying boys n girls never felt so awful in my LIFE x,anger
7. I have alot of opinions about alot of things. I just dont say it because i'm gonna 'add insult to injury' ☺☹,anger
Why do Liberal Americans spend so much time crying? And when they aren't crying they're burning the US flag or protesting! Embarrassing!😲😲🤧🤧,anger
@Alternate_F4cts That actually was a solid insult.,anger
Update. It's hot as shit and its fogging up my glasses. #pissed,anger
@RadissonBlu Complaint. Cardiff Radisson. Being charged to post iPhone charger left behind - although spent £200 there this weekend. ,anger
When did we invent #kidfood ? Like oh they're a child so they can only eat #chickennuggets #crap #learn,anger
gettin #offended is Lame,anger
"My body literally shaking, I ain't running on enough sleep to be getting this pissed off",anger
"Siward, with him #father to #anger; blunt not confessing #MacduffWasGoing",anger
"@Ryanair beyond a joke! So #furious right now you have left my niece, sister and brother inlaw completely in the dark! Crap customer service",anger
@RanaAyyub @rajnathsingh She is Right shld burn them alive 😡 it's even more better if they burn you with ur brothers 😠,anger
@thekillers #killerspresale - How is it fair that people have bought multiple tickets and are re-selling them at twice the price? #angry,anger
"#IfIHadAllThePowerIWould - Kill wasps, I'm sorry. They don't need to be here. They don't make any delicious sugary treats. They sting.",anger
@SimonBrundish I'm still offended you called out Dublin on it's poor coffee without asking me! 😉,anger
@asap_lic Seriously. I get mad at every little thing then I start crying for no reason at all.,anger
@Skype I've just logged into the new-look app and none of my contacts or convos are there. It's all gone. 😑 #upgradefail #annoyed,anger
A woman is sterilised because she is certain that she doesn't want children. What exactly is there to discuss? 😠 #LooseWomen,anger
@shinigamishinz0 I was fuming at this!!!,anger
Me: yells at ppl for having low self-esteem\nAlso me: burning myself in a trash can in a dumpster in hell for ppl with no self esteem,anger
"@piersmorgan Not just SATS. GCSE as well lost 5 marks because missed a coma, answer correct #annoyed",anger
"what does one do with all the bitterness + anger of lack of job security, esp. when one has no obvious manoeuvres to remedy the situation",anger
@CPC_HQ Immature...and Trumpy. Sad one guys😕 Does this represent the intelligence and moral depth of CPC ? #bully #notinmycanada,anger
@taportugal I'm lost in translation with @taportugal #sad #tired #upset #noservice,anger
May or may not have just pulled the legal card on these folks. #irritated,anger
So apparently one of your bus drivers has a grudge against me @KingsTransit I was passed while waiting for it to stop. Real service there..,anger
Any #GOP senator who refuses to #RepealAndReplace needs to bear the #wrath of their constituents @ polls home state!  #healthcare #price2pay,anger
I'm legit in the worst mood ever. #annoyed #irritated,anger
I'm actually very irritated 😡,anger
"……Of course not, and I am quite dismayed by the ludicrous nature of her claim.",anger
@jacksfilms the emoji movie doesnt have a midnight premiere where i live this is an attack #EmojiMovie #midnightpremeire #outrage,anger
Documentary narrator just referred to multiple octopus as octopuses and not octopi. What do i do now? Where is my congressman. #outrage,anger
@VirginTrains Why do you send me a sales email suggesting that I am procrastinating 'asking out Derek from accounts'?  I am male. ,anger
@prisonerben1 Try explaining to Joe Public these charities do not simply give offenders 'treats' #despair,anger
"@JillFilipovic @facebook That's a fucking outrage. Yeah, the frowny-face rating doesn't exactly cover it.",anger
